  9.0    1.239987    1.427372
 10.0    2.494982    1.782004
 11.0    2.623760    2.081990
 12.0    1.493672    2.327330
 13.0    3.050191    2.518025
 14.0    2.548298    2.654074
 15.0    2.438101    2.735477
 16.0    3.437761    2.762236
 17.0    3.081138    2.734348
 18.0    2.967802    2.651814
 19.0    2.314027    2.514634
 20.0    1.754581    2.322809
 21.0    2.598754    2.076339
