3 76
4 72
5 63
6 77
7 85
8 92
9 112
10 201
11 283
12 364
13 434
14 569
15 559
16 562
17 530
18 389
19 298
20 213
21 137
22 63
23 55
24 45
25 27
26 28
27 23
