1	8	1.8
2	11	1.4
3	12	1.2
4	16	1.3
5	16	1.5
6	21	1.5
7	20	1.8
8	28	1.4
9	37	1.2
10	43	1.8
11	44	1.5
12	47	1.4
13	54	1.6
14	62	1.3
15	70	1.5
16	72	1.6
17	80	1.7
18	95	1.8
19	104	1.5
20	120	1.3
