  1.0   70.000000   70.283142
  2.0   71.000000   69.932365
  3.0   69.000000   69.588997
  4.0   68.000000   69.273270
  5.0   68.000000   69.046700
  6.0   67.000000   69.067215
  7.0   66.000000   69.671959
  8.0   67.000000   71.442039
  9.0   74.000000   75.135796
 10.0   84.000000   81.358902
 11.0   92.000000   89.984573
 12.0  101.000000   99.643333
 13.0  110.000000  107.808899
 14.0  114.000000  111.752029
 15.0  112.000000  109.935379
 16.0  104.000000  102.893738
 17.0   91.000000   92.921623
 18.0   84.000000   82.813560
 19.0   73.000000   74.587723
 20.0   68.000000   68.958488
 21.0   66.000000   65.609779
 22.0   63.000000   63.799847
 23.0   63.000000   62.835846
 24.0   62.000000   62.260941
 25.0   60.000000   61.837971
 26.0   61.000000   61.465809
 27.0   60.000000   61.108292
