8 13
9 35
10 19
11 22
12 43
13 39
14 39
15 37
16 37
17 35
18 20
19 14
20 19
21 9
22 10
23 2
24 2
25 2
26 2
27 3
28 1
29 2
30 1
31 1
32 1
33 3
