3 114
4 99
5 133
6 189
7 318
8 543
9 995
10 1612
11 2675
12 3853
13 5195
14 6183
15 6838
16 6767
17 6031
18 4879
19 3576
20 2434
21 1438
22 769
23 412
24 191
25 74
26 34
27 23
28 16
29 12
