6183.3769 226.756652 56.882964 169.873688
6183.5075 213.079351 56.526829 156.552522
6183.6382 200.134065 56.170693 143.963372
6183.7688 187.914292 55.814557 132.099735
6183.8995 176.409535 55.458422 120.951114
6184.0302 165.605723 55.102286 110.503438
6184.1608 155.485628 54.746150 100.739478
6184.2915 146.029279 54.390014 91.639264
6184.4221 137.214370 54.033879 83.180492
6184.5528 129.016658 53.677743 75.338915
6184.6834 121.410337 53.321607 68.088730
6184.8141 114.368402 52.965472 61.402930
6184.9447 107.862983 52.609336 55.253647
6185.0754 101.865664 52.253200 49.612464
6185.2060 96.347767 51.897064 44.450702
6185.3367 91.280617 51.540929 39.739688
6185.4673 86.635775 51.184793 35.450982
6185.5980 82.385248 50.828657 31.556591
6185.7286 78.501668 50.472521 28.029147
6185.8593 74.958449 50.116386 24.842063
6185.9899 71.729916 49.760250 21.969666
6186.1206 68.791409 49.404114 19.387295
6186.2513 66.119372 49.047979 17.071394
6186.3819 63.691410 48.691843 14.999567
6186.5126 61.486335 48.335707 13.150628
6186.6432 59.484190 47.979571 11.504618
6186.7739 57.666262 47.623436 10.042826
6186.9045 56.015076 47.267300 8.747776
6187.0352 54.514381 46.911164 7.603217
6187.1658 53.149122 46.555029 6.594093
6187.2965 51.905405 46.198893 5.706512
6187.4271 50.770459 45.842757 4.927702
6187.5578 49.732583 45.486621 4.245962
6187.6884 48.781098 45.130486 3.650613
6187.8191 47.906290 44.774350 3.131940
6187.9497 47.099352 44.418214 2.681137
6188.0804 46.352328 44.062079 2.290249
6188.2111 45.658053 43.705943 1.952110
6188.3417 45.010097 43.349807 1.660290
6188.4724 44.402706 42.993671 1.409034
6188.6030 43.830746 42.637536 1.193211
6188.7337 43.289656 42.281400 1.008256
6188.8643 42.775388 41.925264 0.850124
6188.9950 42.284369 41.569129 0.715240
6189.1256 41.813446 41.212993 0.600454
6189.2563 41.359854 40.856857 0.502997
6189.3869 40.921166 40.500721 0.420444
6189.5176 40.495265 40.144586 0.350679
6189.6482 40.080307 39.788450 0.291857
6189.7789 39.674689 39.432314 0.242375
6189.9095 39.277024 39.076178 0.200846
6190.0402 38.886115 38.720043 0.166072
6190.1709 38.500928 38.363907 0.137021
6190.3015 38.120579 38.007771 0.112807
6190.4322 37.744307 37.651636 0.092671
6190.5628 37.371464 37.295500 0.075964
6190.6935 37.001499 36.939364 0.062135
6190.8241 36.633941 36.583228 0.050712
6190.9548 36.268393 36.227093 0.041300
6191.0854 35.904519 35.870957 0.033562
6191.2161 35.542036 35.514821 0.027215
6191.3467 35.180706 35.158686 0.022020
6191.4774 34.820328 34.802550 0.017778
6191.6080 34.460737 34.446414 0.014323
6191.7387 34.101792 34.090278 0.011514
6191.8693 33.743378 33.734143 0.009235
6192.0000 33.385399 33.378007 0.007392
