6179 770 1764.49 39.8 Bi-214
2160 687 609.31 9.4 Bi-214
1491 465 417.02 3.6 
2578 276 729.46 10.8 
2468 217 697.84 5.8 
3854 144 1096.22 8.8 
4098 118 1166.35 6.6 
4738 98 1350.30 7.4 
7462 66 2133.26 13.1 
6736 46 1924.59 7.2 
