#energia_keV	cuentas	canal
399.4863	400	1430
399.7737	375	1431
400.0612	403	1432
400.3486	416	1433
400.6360	362	1434
400.9235	360	1435
401.2109	372	1436
401.4983	370	1437
401.7858	347	1438
402.0732	345	1439
402.3606	344	1440
402.6480	386	1441
402.9355	337	1442
403.2229	402	1443
403.5103	353	1444
403.7978	366	1445
404.0852	394	1446
404.3726	374	1447
404.6600	366	1448
404.9475	369	1449
405.2349	369	1450
405.5223	340	1451
405.8098	336	1452
406.0972	352	1453
406.3846	359	1454
406.6721	362	1455
406.9595	324	1456
407.2469	353	1457
407.5343	356	1458
407.8218	370	1459
408.1092	325	1460
408.3966	358	1461
408.6841	329	1462
408.9715	364	1463
409.2589	329	1464
409.5464	365	1465
409.8338	376	1466
410.1212	337	1467
410.4086	361	1468
410.6961	315	1469
410.9835	355	1470
411.2709	340	1471
411.5584	347	1472
411.8458	374	1473
412.1332	331	1474
412.4206	368	1475
412.7081	304	1476
412.9955	379	1477
413.2829	371	1478
413.5704	392	1479
413.8578	377	1480
414.1452	314	1481
414.4327	318	1482
414.7201	352	1483
415.0075	355	1484
415.2949	322	1485
415.5824	396	1486
415.8698	401	1487
416.1572	440	1488
416.4447	454	1489
416.7321	452	1490
417.0195	465	1491
417.3070	387	1492
417.5944	353	1493
417.8818	355	1494
418.1692	332	1495
418.4567	314	1496
418.7441	312	1497
419.0315	344	1498
419.3190	358	1499
419.6064	375	1500
419.8938	314	1501
420.1813	332	1502
420.4687	362	1503
420.7561	367	1504
421.0435	366	1505
421.3310	342	1506
421.6184	351	1507
421.9058	351	1508
422.1933	323	1509
422.4807	327	1510
422.7681	335	1511
423.0555	318	1512
423.3430	338	1513
423.6304	313	1514
423.9178	341	1515
424.2053	329	1516
424.4927	347	1517
424.7801	322	1518
425.0676	307	1519
425.3550	350	1520
425.6424	334	1521
425.9298	301	1522
426.2173	314	1523
426.5047	333	1524
426.7921	370	1525
427.0796	342	1526
427.3670	309	1527
427.6544	323	1528
427.9419	321	1529
428.2293	355	1530
428.5167	326	1531
428.8041	338	1532
429.0916	319	1533
429.3790	327	1534
429.6664	302	1535
429.9539	339	1536
430.2413	312	1537
430.5287	361	1538
430.8162	311	1539
431.1036	333	1540
431.3910	303	1541
431.6784	290	1542
431.9659	318	1543
432.2533	310	1544
432.5407	294	1545
432.8282	304	1546
433.1156	338	1547
433.4030	315	1548
433.6904	293	1549
433.9779	301	1550
434.2653	345	1551
434.5527	311	1552
434.8402	321	1553
435.1276	278	1554
435.4150	302	1555
435.7025	330	1556
435.9899	348	1557
436.2773	321	1558
436.5647	287	1559
436.8522	297	1560
437.1396	312	1561
437.4270	321	1562
437.7145	325	1563
438.0019	327	1564
438.2893	300	1565
438.5768	322	1566
438.8642	324	1567
439.1516	311	1568
439.4390	292	1569
439.7265	285	1570
440.0139	291	1571
440.3013	328	1572
440.5888	341	1573
440.8762	338	1574
441.1636	300	1575
441.4511	289	1576
441.7385	292	1577
442.0259	292	1578
442.3133	300	1579
442.6008	299	1580
442.8882	291	1581
443.1756	290	1582
443.4631	342	1583
443.7505	323	1584
444.0379	298	1585
444.3253	316	1586
444.6128	270	1587
444.9002	322	1588
445.1876	317	1589
445.4751	291	1590
445.7625	297	1591
446.0499	318	1592
446.3374	317	1593
446.6248	330	1594
446.9122	285	1595
447.1996	282	1596
447.4871	326	1597
447.7745	290	1598
448.0619	281	1599
448.3494	316	1600
448.6368	305	1601
448.9242	290	1602
449.2117	317	1603
449.4991	287	1604
449.7865	306	1605
450.0739	284	1606
450.3614	315	1607
450.6488	260	1608
450.9362	285	1609
451.2237	270	1610
451.5111	283	1611
451.7985	302	1612
452.0859	295	1613
452.3734	294	1614
452.6608	314	1615
452.9482	305	1616
453.2357	294	1617
453.5231	300	1618
453.8105	299	1619
454.0980	291	1620
454.3854	274	1621
454.6728	302	1622
454.9602	290	1623
455.2477	291	1624
455.5351	277	1625
455.8225	286	1626
456.1100	291	1627
456.3974	275	1628
456.6848	258	1629
456.9723	275	1630
457.2597	286	1631
457.5471	295	1632
457.8345	278	1633
458.1220	310	1634
458.4094	260	1635
458.6968	263	1636
458.9843	233	1637
459.2717	263	1638
459.5591	303	1639
459.8466	282	1640
460.1340	239	1641
460.4214	315	1642
460.7088	257	1643
460.9963	328	1644
461.2837	298	1645
461.5711	264	1646
461.8586	309	1647
462.1460	251	1648
462.4334	265	1649
462.7208	301	1650
463.0083	276	1651
463.2957	267	1652
463.5831	269	1653
463.8706	275	1654
464.1580	255	1655
464.4454	262	1656
464.7329	290	1657
465.0203	271	1658
465.3077	305	1659
465.5951	233	1660
465.8826	283	1661
466.1700	242	1662
466.4574	286	1663
466.7449	283	1664
467.0323	257	1665
467.3197	280	1666
467.6072	277	1667
467.8946	260	1668
468.1820	261	1669
468.4694	309	1670
468.7569	234	1671
469.0443	254	1672
469.3317	255	1673
469.6192	273	1674
469.9066	252	1675
470.1940	288	1676
470.4815	252	1677
470.7689	262	1678
471.0563	299	1679
471.3437	279	1680
471.6312	268	1681
471.9186	295	1682
472.2060	272	1683
472.4935	241	1684
472.7809	281	1685
473.0683	261	1686
473.3557	278	1687
473.6432	252	1688
473.9306	247	1689
474.2180	256	1690
474.5055	264	1691
474.7929	267	1692
475.0803	270	1693
475.3678	271	1694
475.6552	264	1695
475.9426	251	1696
476.2300	253	1697
476.5175	250	1698
476.8049	271	1699
477.0923	293	1700
477.3798	274	1701
477.6672	275	1702
477.9546	234	1703
478.2421	260	1704
478.5295	240	1705
478.8169	263	1706
479.1043	258	1707
479.3918	289	1708
479.6792	270	1709
479.9666	247	1710
480.2541	253	1711
480.5415	255	1712
480.8289	288	1713
481.1163	273	1714
481.4038	252	1715
481.6912	277	1716
481.9786	226	1717
482.2661	262	1718
482.5535	255	1719
482.8409	272	1720
483.1284	252	1721
483.4158	251	1722
483.7032	291	1723
483.9906	254	1724
484.2781	245	1725
484.5655	268	1726
484.8529	261	1727
485.1404	253	1728
485.4278	272	1729
485.7152	268	1730
486.0027	300	1731
486.2901	256	1732
486.5775	271	1733
486.8649	252	1734
487.1524	250	1735
487.4398	265	1736
487.7272	247	1737
488.0147	259	1738
488.3021	249	1739
488.5895	283	1740
488.8770	260	1741
489.1644	247	1742
489.4518	249	1743
489.7392	270	1744
490.0267	247	1745
490.3141	250	1746
490.6015	270	1747
490.8890	261	1748
491.1764	279	1749
491.4638	236	1750
491.7512	272	1751
492.0387	262	1752
492.3261	244	1753
492.6135	223	1754
492.9010	286	1755
493.1884	248	1756
493.4758	255	1757
493.7633	249	1758
494.0507	264	1759
494.3381	255	1760
494.6255	241	1761
494.9130	228	1762
495.2004	239	1763
495.4878	273	1764
495.7753	258	1765
496.0627	273	1766
496.3501	250	1767
496.6376	272	1768
496.9250	280	1769
497.2124	277	1770
497.4998	238	1771
497.7873	254	1772
498.0747	259	1773
498.3621	250	1774
498.6496	250	1775
498.9370	227	1776
499.2244	253	1777
499.5119	264	1778
499.7993	236	1779
500.0867	236	1780
500.3741	278	1781
500.6616	241	1782
500.9490	264	1783
501.2364	246	1784
501.5239	248	1785
501.8113	242	1786
502.0987	247	1787
502.3861	257	1788
502.6736	242	1789
502.9610	229	1790
503.2484	216	1791
503.5359	256	1792
503.8233	236	1793
504.1107	235	1794
504.3982	217	1795
504.6856	235	1796
504.9730	264	1797
505.2604	211	1798
505.5479	272	1799
505.8353	254	1800
506.1227	234	1801
506.4102	274	1802
506.6976	241	1803
506.9850	246	1804
507.2725	232	1805
507.5599	221	1806
507.8473	244	1807
508.1347	252	1808
508.4222	253	1809
508.7096	241	1810
508.9970	254	1811
509.2845	236	1812
509.5719	234	1813
509.8593	226	1814
510.1468	225	1815
510.4342	226	1816
510.7216	222	1817
511.0090	242	1818
511.2965	273	1819
511.5839	264	1820
511.8713	280	1821
512.1588	254	1822
512.4462	265	1823
512.7336	243	1824
513.0210	233	1825
513.3085	221	1826
513.5959	227	1827
513.8833	217	1828
514.1708	222	1829
514.4582	250	1830
514.7456	236	1831
515.0331	217	1832
515.3205	241	1833
515.6079	231	1834
515.8953	244	1835
516.1828	235	1836
516.4702	234	1837
516.7576	230	1838
517.0451	225	1839
517.3325	211	1840
517.6199	253	1841
517.9074	238	1842
518.1948	240	1843
518.4822	251	1844
518.7696	259	1845
519.0571	223	1846
519.3445	264	1847
519.6319	234	1848
519.9194	201	1849
520.2068	228	1850
520.4942	243	1851
520.7816	256	1852
521.0691	252	1853
521.3565	203	1854
521.6439	241	1855
521.9314	203	1856
522.2188	278	1857
522.5062	259	1858
522.7937	225	1859
523.0811	233	1860
523.3685	215	1861
523.6559	220	1862
523.9434	222	1863
524.2308	238	1864
524.5182	262	1865
524.8057	232	1866
525.0931	237	1867
525.3805	206	1868
525.6680	220	1869
525.9554	220	1870
526.2428	237	1871
526.5302	249	1872
526.8177	227	1873
527.1051	224	1874
527.3925	218	1875
527.6800	234	1876
527.9674	200	1877
528.2548	220	1878
528.5423	202	1879
528.8297	237	1880
529.1171	201	1881
529.4045	236	1882
529.6920	249	1883
529.9794	217	1884
530.2668	210	1885
530.5543	218	1886
530.8417	204	1887
531.1291	226	1888
531.4165	223	1889
531.7040	213	1890
531.9914	200	1891
532.2788	251	1892
532.5663	217	1893
532.8537	228	1894
533.1411	204	1895
533.4286	242	1896
533.7160	198	1897
534.0034	237	1898
534.2908	227	1899
534.5783	226	1900
534.8657	225	1901
535.1531	211	1902
535.4406	226	1903
535.7280	206	1904
536.0154	212	1905
536.3029	221	1906
536.5903	228	1907
536.8777	221	1908
537.1651	214	1909
537.4526	205	1910
537.7400	232	1911
538.0274	185	1912
538.3149	228	1913
538.6023	252	1914
538.8897	194	1915
539.1772	219	1916
539.4646	199	1917
539.7520	192	1918
540.0394	218	1919
540.3269	235	1920
540.6143	200	1921
540.9017	235	1922
541.1892	209	1923
541.4766	198	1924
541.7640	224	1925
542.0514	218	1926
542.3389	180	1927
542.6263	223	1928
542.9137	214	1929
543.2012	245	1930
543.4886	205	1931
543.7760	206	1932
544.0635	200	1933
544.3509	240	1934
544.6383	182	1935
544.9257	209	1936
545.2132	241	1937
545.5006	204	1938
545.7880	201	1939
546.0755	202	1940
546.3629	223	1941
546.6503	224	1942
546.9378	212	1943
547.2252	198	1944
547.5126	214	1945
547.8000	219	1946
548.0875	215	1947
548.3749	217	1948
548.6623	204	1949
548.9498	226	1950
549.2372	209	1951
549.5246	227	1952
549.8121	198	1953
550.0995	212	1954
550.3869	189	1955
550.6743	227	1956
550.9618	224	1957
551.2492	217	1958
551.5366	213	1959
551.8241	207	1960
552.1115	233	1961
552.3989	228	1962
552.6863	219	1963
552.9738	219	1964
553.2612	189	1965
553.5486	198	1966
553.8361	179	1967
554.1235	195	1968
554.4109	209	1969
554.6984	214	1970
554.9858	202	1971
555.2732	207	1972
555.5606	211	1973
555.8481	220	1974
556.1355	191	1975
556.4229	224	1976
556.7104	206	1977
556.9978	198	1978
557.2852	197	1979
557.5727	198	1980
557.8601	215	1981
558.1475	200	1982
558.4349	201	1983
558.7224	210	1984
559.0098	177	1985
559.2972	198	1986
559.5847	203	1987
559.8721	193	1988
560.1595	206	1989
560.4469	192	1990
560.7344	207	1991
561.0218	232	1992
561.3092	197	1993
561.5967	203	1994
561.8841	191	1995
562.1715	194	1996
562.4590	213	1997
562.7464	203	1998
563.0338	190	1999
563.3212	182	2000
563.6087	194	2001
563.8961	214	2002
564.1835	217	2003
564.4710	201	2004
564.7584	194	2005
565.0458	219	2006
565.3333	193	2007
565.6207	189	2008
565.9081	210	2009
566.1955	204	2010
566.4830	227	2011
566.7704	178	2012
567.0578	208	2013
567.3453	210	2014
567.6327	211	2015
567.9201	196	2016
568.2076	200	2017
568.4950	203	2018
568.7824	196	2019
569.0698	210	2020
569.3573	217	2021
569.6447	191	2022
569.9321	188	2023
570.2196	205	2024
570.5070	228	2025
570.7944	204	2026
571.0818	194	2027
571.3693	196	2028
571.6567	206	2029
571.9441	188	2030
572.2316	208	2031
572.5190	209	2032
572.8064	209	2033
573.0939	206	2034
573.3813	213	2035
573.6687	184	2036
573.9561	208	2037
574.2436	216	2038
574.5310	190	2039
574.8184	212	2040
575.1059	179	2041
575.3933	198	2042
575.6807	196	2043
575.9682	185	2044
576.2556	205	2045
576.5430	195	2046
576.8304	210	2047
577.1179	202	2048
577.4053	191	2049
577.6927	190	2050
577.9802	194	2051
578.2676	175	2052
578.5550	184	2053
578.8425	214	2054
579.1299	193	2055
579.4173	173	2056
579.7047	208	2057
579.9922	173	2058
580.2796	187	2059
580.5670	198	2060
580.8545	188	2061
581.1419	194	2062
581.4293	171	2063
581.7167	185	2064
582.0042	174	2065
582.2916	205	2066
582.5790	194	2067
582.8665	189	2068
583.1539	195	2069
583.4413	181	2070
583.7288	189	2071
584.0162	195	2072
584.3036	210	2073
584.5910	212	2074
584.8785	190	2075
585.1659	187	2076
585.4533	186	2077
585.7408	177	2078
586.0282	182	2079
586.3156	192	2080
586.6031	198	2081
586.8905	198	2082
587.1779	214	2083
587.4653	184	2084
587.7528	183	2085
588.0402	200	2086
588.3276	171	2087
588.6151	210	2088
588.9025	204	2089
589.1899	174	2090
589.4774	195	2091
589.7648	182	2092
590.0522	186	2093
590.3396	162	2094
590.6271	162	2095
590.9145	181	2096
591.2019	180	2097
591.4894	175	2098
591.7768	184	2099
592.0642	208	2100
592.3516	200	2101
592.6391	201	2102
592.9265	174	2103
593.2139	187	2104
593.5014	214	2105
593.7888	180	2106
594.0762	196	2107
594.3637	177	2108
594.6511	188	2109
594.9385	200	2110
595.2259	191	2111
595.5134	181	2112
595.8008	185	2113
596.0882	184	2114
596.3757	185	2115
596.6631	194	2116
596.9505	197	2117
597.2380	158	2118
597.5254	189	2119
597.8128	183	2120
598.1002	171	2121
598.3877	199	2122
598.6751	176	2123
598.9625	177	2124
599.2500	170	2125
599.5374	194	2126
599.8248	193	2127
600.1122	182	2128
600.3997	173	2129
600.6871	186	2130
600.9745	195	2131
601.2620	206	2132
601.5494	180	2133
601.8368	170	2134
602.1243	187	2135
602.4117	202	2136
602.6991	192	2137
602.9865	188	2138
603.2740	185	2139
603.5614	178	2140
603.8488	179	2141
604.1363	218	2142
604.4237	199	2143
604.7111	195	2144
604.9986	186	2145
605.2860	206	2146
605.5734	209	2147
605.8608	243	2148
606.1483	279	2149
606.4357	260	2150
606.7231	303	2151
607.0106	307	2152
607.2980	344	2153
607.5854	384	2154
607.8729	469	2155
608.1603	471	2156
608.4477	531	2157
608.7351	592	2158
609.0226	622	2159
609.3100	687	2160
609.5974	635	2161
609.8849	675	2162
610.1723	601	2163
610.4597	610	2164
610.7471	582	2165
611.0346	542	2166
611.3220	495	2167
611.6094	407	2168
611.8969	369	2169
612.1843	351	2170
612.4717	274	2171
612.7592	273	2172
613.0466	257	2173
613.3340	257	2174
613.6214	235	2175
613.9089	216	2176
614.1963	188	2177
614.4837	178	2178
614.7712	177	2179
615.0586	196	2180
615.3460	186	2181
615.6335	191	2182
615.9209	192	2183
616.2083	176	2184
616.4957	169	2185
616.7832	170	2186
617.0706	172	2187
617.3580	194	2188
617.6455	154	2189
617.9329	182	2190
618.2203	172	2191
618.5078	198	2192
618.7952	157	2193
619.0826	175	2194
619.3700	169	2195
619.6575	164	2196
619.9449	157	2197
620.2323	184	2198
620.5198	201	2199
620.8072	171	2200
621.0946	177	2201
621.3820	173	2202
621.6695	149	2203
621.9569	170	2204
622.2443	197	2205
622.5318	167	2206
622.8192	153	2207
623.1066	168	2208
623.3941	144	2209
623.6815	171	2210
623.9689	158	2211
624.2563	147	2212
624.5438	144	2213
624.8312	151	2214
625.1186	153	2215
625.4061	180	2216
625.6935	164	2217
625.9809	183	2218
626.2684	163	2219
626.5558	163	2220
626.8432	171	2221
627.1306	141	2222
627.4181	172	2223
627.7055	172	2224
627.9929	167	2225
628.2804	154	2226
628.5678	170	2227
628.8552	175	2228
629.1426	162	2229
629.4301	132	2230
629.7175	158	2231
630.0049	178	2232
630.2924	154	2233
630.5798	162	2234
630.8672	170	2235
631.1547	153	2236
631.4421	194	2237
631.7295	157	2238
632.0169	161	2239
632.3044	177	2240
632.5918	175	2241
632.8792	173	2242
633.1667	162	2243
633.4541	164	2244
633.7415	171	2245
634.0290	171	2246
634.3164	158	2247
634.6038	149	2248
634.8912	140	2249
635.1787	177	2250
635.4661	134	2251
635.7535	165	2252
636.0410	178	2253
636.3284	184	2254
636.6158	166	2255
636.9033	167	2256
637.1907	159	2257
637.4781	163	2258
637.7655	182	2259
638.0530	170	2260
638.3404	136	2261
638.6278	152	2262
638.9153	133	2263
639.2027	166	2264
639.4901	161	2265
639.7775	164	2266
640.0650	160	2267
640.3524	184	2268
640.6398	182	2269
640.9273	170	2270
641.2147	164	2271
641.5021	153	2272
641.7896	164	2273
642.0770	172	2274
642.3644	144	2275
642.6518	168	2276
642.9393	155	2277
643.2267	169	2278
643.5141	150	2279
643.8016	137	2280
644.0890	163	2281
644.3764	182	2282
644.6639	159	2283
644.9513	135	2284
645.2387	172	2285
645.5261	162	2286
645.8136	149	2287
646.1010	163	2288
646.3884	141	2289
646.6759	156	2290
646.9633	153	2291
647.2507	149	2292
647.5382	150	2293
647.8256	153	2294
648.1130	152	2295
648.4004	168	2296
648.6879	168	2297
648.9753	168	2298
649.2627	160	2299
649.5502	161	2300
649.8376	152	2301
650.1250	131	2302
650.4124	141	2303
650.6999	167	2304
650.9873	161	2305
651.2747	130	2306
651.5622	151	2307
651.8496	152	2308
652.1370	157	2309
652.4245	165	2310
652.7119	142	2311
652.9993	137	2312
653.2867	155	2313
653.5742	165	2314
653.8616	162	2315
654.1490	150	2316
654.4365	143	2317
654.7239	157	2318
655.0113	143	2319
655.2988	135	2320
655.5862	157	2321
655.8736	148	2322
656.1610	139	2323
656.4485	138	2324
656.7359	170	2325
657.0233	146	2326
657.3108	179	2327
657.5982	144	2328
657.8856	152	2329
658.1731	177	2330
658.4605	151	2331
658.7479	158	2332
659.0353	147	2333
659.3228	142	2334
659.6102	146	2335
659.8976	156	2336
660.1851	164	2337
660.4725	129	2338
660.7599	151	2339
661.0473	158	2340
661.3348	175	2341
661.6222	155	2342
661.9096	150	2343
662.1971	143	2344
662.4845	139	2345
662.7719	157	2346
663.0594	141	2347
663.3468	161	2348
663.6342	128	2349
663.9216	141	2350
664.2091	141	2351
664.4965	165	2352
664.7839	166	2353
665.0714	137	2354
665.3588	149	2355
665.6462	162	2356
665.9337	150	2357
666.2211	142	2358
666.5085	127	2359
666.7959	144	2360
667.0834	153	2361
667.3708	160	2362
667.6582	146	2363
667.9457	152	2364
668.2331	127	2365
668.5205	157	2366
668.8079	142	2367
669.0954	159	2368
669.3828	137	2369
669.6702	145	2370
669.9577	139	2371
670.2451	141	2372
670.5325	170	2373
670.8200	132	2374
671.1074	145	2375
671.3948	150	2376
671.6822	139	2377
671.9697	165	2378
672.2571	151	2379
672.5445	154	2380
672.8320	161	2381
673.1194	123	2382
673.4068	137	2383
673.6943	135	2384
673.9817	158	2385
674.2691	169	2386
674.5565	152	2387
674.8440	153	2388
675.1314	142	2389
675.4188	154	2390
675.7063	155	2391
675.9937	157	2392
676.2811	130	2393
676.5686	114	2394
676.8560	148	2395
677.1434	141	2396
677.4308	140	2397
677.7183	140	2398
678.0057	132	2399
678.2931	167	2400
678.5806	110	2401
678.8680	122	2402
679.1554	139	2403
679.4428	153	2404
679.7303	149	2405
680.0177	156	2406
680.3051	170	2407
680.5926	155	2408
680.8800	133	2409
681.1674	155	2410
681.4549	146	2411
681.7423	143	2412
682.0297	131	2413
682.3171	118	2414
682.6046	154	2415
682.8920	147	2416
683.1794	155	2417
683.4669	139	2418
683.7543	132	2419
684.0417	130	2420
684.3292	153	2421
684.6166	136	2422
684.9040	140	2423
685.1914	138	2424
685.4789	146	2425
685.7663	126	2426
686.0537	129	2427
686.3412	132	2428
686.6286	165	2429
686.9160	151	2430
687.2035	151	2431
687.4909	141	2432
687.7783	139	2433
688.0657	162	2434
688.3532	164	2435
688.6406	131	2436
688.9280	122	2437
689.2155	151	2438
689.5029	146	2439
689.7903	128	2440
690.0777	144	2441
690.3652	141	2442
690.6526	137	2443
690.9400	147	2444
691.2275	149	2445
691.5149	139	2446
691.8023	137	2447
692.0898	153	2448
692.3772	129	2449
692.6646	122	2450
692.9520	170	2451
693.2395	162	2452
693.5269	154	2453
693.8143	157	2454
694.1018	140	2455
694.3892	138	2456
694.6766	141	2457
694.9641	127	2458
695.2515	134	2459
695.5389	137	2460
695.8263	138	2461
696.1138	147	2462
696.4012	158	2463
696.6886	165	2464
696.9761	173	2465
697.2635	197	2466
697.5509	209	2467
697.8384	217	2468
698.1258	165	2469
698.4132	156	2470
698.7006	165	2471
698.9881	155	2472
699.2755	126	2473
699.5629	132	2474
699.8504	120	2475
700.1378	132	2476
700.4252	123	2477
700.7126	147	2478
701.0001	159	2479
701.2875	139	2480
701.5749	134	2481
701.8624	143	2482
702.1498	147	2483
702.4372	131	2484
702.7247	145	2485
703.0121	116	2486
703.2995	143	2487
703.5869	126	2488
703.8744	143	2489
704.1618	144	2490
704.4492	132	2491
704.7367	122	2492
705.0241	128	2493
705.3115	136	2494
705.5990	127	2495
705.8864	126	2496
706.1738	136	2497
706.4612	142	2498
706.7487	146	2499
707.0361	156	2500
707.3235	143	2501
707.6110	132	2502
707.8984	153	2503
708.1858	126	2504
708.4732	140	2505
708.7607	144	2506
709.0481	104	2507
709.3355	146	2508
709.6230	136	2509
709.9104	157	2510
710.1978	164	2511
710.4853	147	2512
710.7727	135	2513
711.0601	127	2514
711.3475	135	2515
711.6350	151	2516
711.9224	138	2517
712.2098	136	2518
712.4973	133	2519
712.7847	131	2520
713.0721	117	2521
713.3596	145	2522
713.6470	117	2523
713.9344	156	2524
714.2218	127	2525
714.5093	128	2526
714.7967	124	2527
715.0841	150	2528
715.3716	131	2529
715.6590	138	2530
715.9464	146	2531
716.2339	131	2532
716.5213	144	2533
716.8087	143	2534
717.0961	131	2535
717.3836	144	2536
717.6710	134	2537
717.9584	124	2538
718.2459	133	2539
718.5333	125	2540
718.8207	111	2541
719.1081	131	2542
719.3956	156	2543
719.6830	125	2544
719.9704	134	2545
720.2579	103	2546
720.5453	128	2547
720.8327	126	2548
721.1202	119	2549
721.4076	125	2550
721.6950	118	2551
721.9824	119	2552
722.2699	150	2553
722.5573	152	2554
722.8447	146	2555
723.1322	149	2556
723.4196	144	2557
723.7070	131	2558
723.9945	126	2559
724.2819	144	2560
724.5693	138	2561
724.8567	133	2562
725.1442	148	2563
725.4316	164	2564
725.7190	133	2565
726.0065	132	2566
726.2939	145	2567
726.5813	152	2568
726.8688	134	2569
727.1562	123	2570
727.4436	131	2571
727.7310	134	2572
728.0185	137	2573
728.3059	185	2574
728.5933	213	2575
728.8808	259	2576
729.1682	251	2577
729.4556	276	2578
729.7430	228	2579
730.0305	212	2580
730.3179	168	2581
730.6053	133	2582
730.8928	136	2583
731.1802	122	2584
731.4676	103	2585
731.7551	132	2586
732.0425	123	2587
732.3299	119	2588
732.6173	143	2589
732.9048	145	2590
733.1922	123	2591
733.4796	116	2592
733.7671	133	2593
734.0545	127	2594
734.3419	120	2595
734.6294	134	2596
734.9168	133	2597
735.2042	111	2598
735.4916	149	2599
735.7791	146	2600
736.0665	123	2601
736.3539	108	2602
736.6414	116	2603
736.9288	119	2604
737.2162	125	2605
737.5037	142	2606
737.7911	117	2607
738.0785	108	2608
738.3659	123	2609
738.6534	126	2610
738.9408	122	2611
739.2282	120	2612
739.5157	112	2613
739.8031	140	2614
740.0905	122	2615
740.3779	131	2616
740.6654	131	2617
740.9528	114	2618
741.2402	125	2619
741.5277	135	2620
741.8151	131	2621
742.1025	119	2622
742.3900	130	2623
742.6774	117	2624
742.9648	123	2625
743.2522	120	2626
743.5397	112	2627
743.8271	142	2628
744.1145	99	2629
744.4020	125	2630
744.6894	132	2631
744.9768	153	2632
745.2643	141	2633
745.5517	124	2634
745.8391	132	2635
746.1265	128	2636
746.4140	118	2637
746.7014	133	2638
746.9888	129	2639
747.2763	106	2640
747.5637	124	2641
747.8511	126	2642
748.1385	147	2643
748.4260	115	2644
748.7134	133	2645
749.0008	131	2646
749.2883	131	2647
749.5757	131	2648
749.8631	128	2649
750.1506	122	2650
750.4380	115	2651
750.7254	111	2652
751.0128	117	2653
751.3003	112	2654
751.5877	143	2655
751.8751	113	2656
752.1626	93	2657
752.4500	118	2658
752.7374	120	2659
753.0249	107	2660
753.3123	112	2661
753.5997	116	2662
753.8871	116	2663
754.1746	134	2664
754.4620	110	2665
754.7494	120	2666
755.0369	134	2667
755.3243	135	2668
755.6117	120	2669
755.8992	123	2670
756.1866	119	2671
756.4740	135	2672
756.7614	111	2673
757.0489	140	2674
757.3363	112	2675
757.6237	123	2676
757.9112	97	2677
758.1986	124	2678
758.4860	128	2679
758.7734	120	2680
759.0609	138	2681
759.3483	107	2682
759.6357	127	2683
759.9232	137	2684
760.2106	116	2685
760.4980	121	2686
760.7855	142	2687
761.0729	148	2688
761.3603	120	2689
761.6477	115	2690
761.9352	135	2691
762.2226	108	2692
762.5100	125	2693
762.7975	127	2694
763.0849	122	2695
763.3723	122	2696
763.6598	97	2697
763.9472	145	2698
764.2346	125	2699
764.5220	117	2700
764.8095	131	2701
765.0969	103	2702
765.3843	139	2703
765.6718	124	2704
765.9592	135	2705
766.2466	129	2706
766.5341	121	2707
766.8215	133	2708
767.1089	133	2709
767.3963	127	2710
767.6838	134	2711
767.9712	117	2712
768.2586	106	2713
768.5461	120	2714
768.8335	116	2715
769.1209	112	2716
769.4083	125	2717
769.6958	128	2718
769.9832	111	2719
770.2706	122	2720
770.5581	112	2721
770.8455	115	2722
771.1329	110	2723
771.4204	120	2724
771.7078	122	2725
771.9952	116	2726
772.2826	113	2727
772.5701	126	2728
772.8575	109	2729
773.1449	122	2730
773.4324	128	2731
773.7198	107	2732
774.0072	104	2733
774.2947	133	2734
774.5821	107	2735
774.8695	110	2736
775.1569	111	2737
775.4444	152	2738
775.7318	115	2739
776.0192	126	2740
776.3067	119	2741
776.5941	126	2742
776.8815	127	2743
777.1689	95	2744
777.4564	112	2745
777.7438	104	2746
778.0312	116	2747
778.3187	120	2748
778.6061	106	2749
778.8935	134	2750
779.1810	103	2751
779.4684	120	2752
779.7558	116	2753
780.0432	112	2754
780.3307	109	2755
780.6181	115	2756
780.9055	121	2757
781.1930	136	2758
781.4804	130	2759
781.7678	101	2760
782.0553	125	2761
782.3427	118	2762
782.6301	106	2763
782.9175	108	2764
783.2050	113	2765
783.4924	126	2766
783.7798	101	2767
784.0673	130	2768
784.3547	106	2769
784.6421	115	2770
784.9296	132	2771
785.2170	127	2772
785.5044	125	2773
785.7918	101	2774
786.0793	98	2775
786.3667	121	2776
786.6541	93	2777
786.9416	103	2778
787.2290	128	2779
787.5164	112	2780
787.8038	99	2781
788.0913	102	2782
788.3787	114	2783
788.6661	96	2784
788.9536	108	2785
789.2410	112	2786
789.5284	120	2787
789.8159	108	2788
790.1033	109	2789
790.3907	110	2790
790.6781	117	2791
790.9656	114	2792
791.2530	95	2793
791.5404	121	2794
791.8279	110	2795
792.1153	112	2796
792.4027	108	2797
792.6902	126	2798
792.9776	117	2799
793.2650	129	2800
793.5524	117	2801
793.8399	114	2802
794.1273	118	2803
794.4147	122	2804
794.7022	122	2805
794.9896	95	2806
795.2770	112	2807
795.5645	114	2808
795.8519	101	2809
796.1393	119	2810
796.4267	115	2811
796.7142	122	2812
797.0016	111	2813
797.2890	110	2814
797.5765	122	2815
797.8639	110	2816
798.1513	106	2817
798.4387	114	2818
798.7262	107	2819
799.0136	102	2820
799.3010	108	2821
799.5885	104	2822
799.8759	103	2823
800.1633	110	2824
800.4508	111	2825
800.7382	105	2826
801.0256	114	2827
