1 31
2 53
3 66
4 145
5 194
6 291
7 406
8 645
9 846
10 993
11 1239
12 1414
13 1576
14 1717
15 1646
16 1515
17 1302
18 1137
19 862
20 633
21 472
22 277
23 167
24 82
25 72
26 49
27 37
