   1.0    31.000000   104.498787
   2.0    53.000000   112.163773
   3.0    66.000000   128.038544
   4.0   145.000000   157.988586
   5.0   194.000000   210.041351
   6.0   291.000000   293.637939
   7.0   406.000000   417.632324
   8.0   645.000000   587.003174
   9.0   846.000000   798.931152
  10.0   993.000000  1039.662354
  11.0  1239.000000  1283.945923
  12.0  1414.000000  1498.354858
  13.0  1576.000000  1648.389160
  14.0  1717.000000  1707.446411
  15.0  1646.000000  1664.486816
  16.0  1515.000000  1527.367188
  17.0  1302.000000  1320.460205
  18.0  1137.000000  1077.549438
  19.0   862.000000   832.841309
  20.0   633.000000   613.354492
  21.0   472.000000   434.887543
  22.0   277.000000   301.974518
  23.0   167.000000   210.704514
  24.0    82.000000   152.627686
  25.0    72.000000   118.222778
  26.0    49.000000    99.133545
  27.0    37.000000    89.110382
