energia		delta x(us)     delta y(mV)
1332		108		-388.125
1173		95		-278.750
Ruido				-9.5

medida 2
		-86.52		361.875
		-101.300	303.750
pico alto
		-71.4us		-2.94 V
		-71.4us		-9.5  V
