angulo,n_cps,dn_cps,anisotropia,danisotropia
112.5,0.028894464991869637,0.0006976028431395321,1.042567190873083,0.03275788469135634
135.0,0.02857673190497692,0.000686443721113415,1.031102777465796,0.032301062467154265
157.5,0.029943084393437965,0.0005900669108216278,1.0804033710583096,0.0304184644659022
22.5,0.03068438634900395,0.0006273806334377803,1.107150953947303,0.03175034665205084
45.0,0.029671357900377313,0.0006890030190512545,1.0705989629602275,0.032886265166706535
67.5,0.030979822315305248,0.0007251954998691823,1.1178108448833797,0.034495207770514465
90.0,0.027714726921026916,0.000557301172900831,1.0,0.028437692324683572
180.0,0.027544340981558352,0.0006632936565963794,0.9938521516032224,0.03117977151013573
