angulo,area,darea,n_cps,dn_cps,anisotropia,danisotropia,A,dA,sigma,dsigma,tiempo_vivo
22.5,7902.671651026921,161.58,0.03068438634900395,0.0006273806334377803,1.107150953947303,0.03175034665205084,821.738281,12.644,3.836635,0.051653,257547.0
45.0,5130.2371236910385,119.13,0.029671357900377313,0.0006890030190512545,1.0705989629602275,0.032886265166706535,562.232178,10.379,3.640255,0.051277,172902.0
67.5,5328.374539120926,124.73,0.030979822315305248,0.0007251954998691823,1.1178108448833797,0.034495207770514465,551.366577,10.124,3.855355,0.05597,171995.0
90.0,7197.459151936848,144.73,0.027714726921026916,0.000557301172900831,1.0,0.028437692324683572,776.558472,12.243,3.697559,0.046153,259698.0
112.5,4975.742449459919,120.13,0.028894464991869637,0.0006976028431395321,1.042567190873083,0.03275788469135634,536.109253,10.151,3.702667,0.055463,172204.0
135.0,4934.001377249505,118.52,0.02857673190497692,0.000686443721113415,1.031102777465796,0.032301062467154265,533.373047,10.089,3.690441,0.054632,172658.0
157.5,7750.827281410204,152.74,0.029943084393437965,0.0005900669108216278,1.0804033710583096,0.0304184644659022,837.783813,12.847,3.690848,0.045679,258852.0
180.0,4709.1182559121235,113.4,0.027544340981558352,0.0006632936565963794,0.9938521516032224,0.03117977151013573,492.235596,9.4442,3.8166,0.055545,170965.0
